timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
9060000,2875.38,15.06,1.51,5.6,250.7,32.02,2.0,1.77,54.15,83.39
9120000,2894.34,15.55,1.47,5.83,250.94,32.22,2.05,1.71,54.65,83.57
9180000,2871.54,14.79,1.48,5.73,251.38,32.01,1.93,1.6,53.09,83.91
9240000,2871.06,14.83,1.54,5.63,243.34,31.82,2.02,1.84,53.08,83.82
9300000,2869.22,15.14,1.52,5.58,245.08,32.23,2.01,1.78,54.58,82.83
9360000,2868.84,15.47,1.47,5.78,249.39,32.12,1.82,1.49,54.11,83.28
9420000,2858.33,14.76,1.41,5.72,243.37,32.2,1.84,1.68,52.99,83.58
9480000,2845.25,14.33,1.54,5.47,242.32,31.62,1.87,1.62,52.07,83.03
9540000,2873.89,14.97,1.55,5.74,253.8,32.14,1.94,1.7,52.9,83.84
9600000,2878.08,15.3,1.52,5.63,247.9,32.39,1.95,1.71,53.4,83.51
9660000,2848.14,14.84,1.54,5.46,249.91,31.66,1.88,1.57,54.47,82.8
9720000,2884.19,15.17,1.53,5.77,246.99,32.17,2.04,1.67,54.06,82.9
9780000,2864.06,15.3,1.47,5.73,247.7,32.08,1.94,1.63,53.36,83.61
9840000,2875.95,15.05,1.56,5.59,244.12,32.59,2.2,2.08,53.35,83.69
9900000,2877.92,14.97,1.51,5.79,248.28,32.26,1.81,1.55,53.34,83.2
9960000,2867.08,14.78,1.57,5.85,239.9,32.48,1.8,1.56,53.32,83.73
10020000,2866.47,14.96,1.5,5.81,249.39,32.31,1.88,1.62,52.94,83.45
10080000,2892.2,15.12,1.58,5.83,251.14,32.17,1.93,1.5,53.76,83.53
10140000,2881.29,14.89,1.57,5.8,246.39,32.24,1.99,1.66,52.58,83.88
10200000,2859.33,14.81,1.5,5.74,247.0,32.32,1.81,1.35,53.69,83.47
10260000,2891.36,15.35,1.46,5.68,253.92,32.15,1.83,1.53,54.4,83.7
10320000,2901.74,15.68,1.58,5.85,252.15,32.38,1.92,1.66,55.07,82.73
10380000,2882.37,15.26,1.55,5.71,247.47,32.18,2.01,1.68,54.06,83.45
10440000,2868.85,14.91,1.48,5.73,246.58,32.52,1.99,1.69,54.17,82.6
10500000,2866.06,15.12,1.47,5.66,248.68,32.3,1.77,1.41,53.44,83.26
10560000,2885.08,14.84,1.57,5.8,251.32,32.24,1.91,1.75,52.45,83.2
10620000,2845.55,14.59,1.52,5.54,245.67,32.21,1.91,1.65,53.76,83.03
10680000,2896.86,15.59,1.46,5.81,248.22,32.58,1.92,1.58,54.99,83.29
10740000,2892.72,15.35,1.52,5.69,249.34,32.36,2.03,1.8,54.05,83.09
10800000,2870.05,14.62,1.55,5.76,253.1,32.18,1.85,1.62,52.45,83.78
10860000,2905.59,15.49,1.45,5.84,250.76,32.56,1.99,1.68,54.53,83.31
10920000,2902.8,15.64,1.52,5.8,255.08,32.64,1.88,1.6,55.75,83.35
10980000,2882.18,15.14,1.31,5.63,247.77,32.33,2.1,1.81,53.54,83.52
11040000,2889.53,15.3,1.57,5.76,248.82,32.1,1.92,1.59,54.02,82.92
11100000,2877.9,15.21,1.58,5.75,247.25,32.4,2.08,1.64,55.01,83.28
11160000,2902.9,15.19,1.57,5.9,248.04,32.31,1.77,1.43,53.8,83.53
11220000,2859.47,14.79,1.61,5.7,250.02,32.18,1.92,1.67,54.38,82.7
11280000,2897.48,15.28,1.48,5.97,247.68,32.21,1.96,1.45,54.53,83.72
11340000,2905.32,15.66,1.6,5.97,251.68,32.4,1.93,1.75,55.35,82.78
11400000,2893.45,15.65,1.48,5.74,250.42,32.19,1.97,1.71,54.63,83.44
11460000,2880.2,15.32,1.45,5.67,250.98,32.25,1.95,1.59,53.87,83.52
11520000,2897.85,15.32,1.55,5.96,253.34,32.22,2.04,1.67,55.15,82.47
11580000,2896.71,15.04,1.5,5.9,245.72,32.36,2.01,1.73,54.42,83.16
11640000,2904.85,15.31,1.55,5.99,251.04,32.28,2.09,2.01,54.03,83.45
11700000,2905.51,15.51,1.64,5.76,251.46,32.41,2.06,1.74,54.28,83.28
11760000,2878.5,15.49,1.5,5.88,250.89,32.34,1.97,1.67,54.19,83.44
11820000,2929.09,16.53,1.54,6.02,248.56,32.38,1.93,1.69,56.82,83.09
11880000,2911.57,15.71,1.62,5.97,249.41,32.41,1.96,1.73,55.01,83.04
11940000,2921.67,16.05,1.54,5.89,254.09,32.36,1.93,1.6,55.67,83.2
12000000,2905.95,15.78,1.51,5.67,253.71,32.16,1.97,1.69,55.66,83.74
12060000,2916.38,15.83,1.51,5.97,240.28,32.33,1.87,1.45,54.8,82.82
12120000,2912.23,15.55,1.59,5.95,247.53,32.4,1.96,1.61,54.92,82.74
12180000,2910.61,15.54,1.52,5.78,252.98,32.39,2.01,1.6,53.92,83.36
12240000,2930.65,15.86,1.46,5.94,250.39,32.15,1.83,1.62,54.98,83.05
12300000,2938.66,15.76,1.52,5.99,251.22,32.1,1.85,1.62,55.11,82.61
12360000,2921.23,15.46,1.53,6.01,247.86,32.59,1.97,1.63,54.81,83.14
12420000,2920.79,15.4,1.52,6.01,254.29,32.2,1.92,1.67,53.6,82.96
12480000,2937.24,16.32,1.5,6.0,253.58,32.76,1.89,1.6,56.42,82.44
12540000,2924.96,15.95,1.41,5.99,254.5,32.36,1.98,1.7,54.82,82.77
12600000,2925.18,16.14,1.44,5.91,256.24,32.27,2.0,1.67,55.82,83.0
12660000,2939.44,16.03,1.51,5.98,253.8,31.91,2.08,1.77,55.44,82.69
12720000,2923.03,15.87,1.57,5.89,251.62,32.24,2.08,1.81,54.51,83.57
12780000,2936.74,15.94,1.43,5.92,250.26,32.32,1.94,1.84,54.85,82.87
12840000,2923.61,15.42,1.49,5.73,250.84,32.28,2.02,1.65,54.03,82.86
12900000,2918.11,15.69,1.42,5.89,250.23,32.38,1.76,1.58,56.38,82.84
12960000,2948.13,15.93,1.52,6.1,256.33,32.55,1.96,1.61,55.4,82.56
13020000,2903.09,15.59,1.45,5.79,247.5,32.3,2.04,1.67,55.35,82.84
13080000,2927.41,15.97,1.41,5.85,250.42,32.67,1.81,1.57,55.13,83.19
13140000,2924.6,15.97,1.42,6.1,252.2,32.86,2.07,1.87,55.2,82.75
13200000,2926.34,15.65,1.47,5.91,253.36,31.95,1.98,1.59,54.85,83.14
13260000,2953.29,16.5,1.4,6.12,259.79,32.55,2.0,1.72,55.57,82.52
13320000,2923.09,15.75,1.42,5.97,254.69,32.07,2.04,1.84,55.08,82.54
13380000,2929.44,15.84,1.41,5.96,255.53,32.32,2.09,1.71,55.17,83.1
13440000,2917.09,15.73,1.46,5.99,254.08,31.85,1.84,1.63,54.35,83.25
13500000,2937.77,16.13,1.52,6.04,252.18,32.11,2.03,1.73,55.18,83.26
13560000,2926.26,16.17,1.53,6.06,254.18,32.05,1.7,1.48,55.09,82.45
13620000,2962.06,16.55,1.52,6.1,250.95,31.99,2.01,1.56,55.46,82.84
13680000,2934.75,16.28,1.55,5.95,253.28,32.11,1.94,1.73,54.97,82.48
13740000,2934.37,15.9,1.51,5.96,255.09,31.83,1.97,1.6,54.89,82.83
13800000,2925.35,15.67,1.44,6.02,247.4,31.9,1.88,1.67,54.22,83.36
13860000,2924.7,15.81,1.44,5.99,252.17,32.32,1.91,1.58,54.93,82.88
13920000,2924.2,16.15,1.47,5.91,252.29,31.87,2.04,1.63,55.7,83.04
13980000,2928.66,16.12,1.51,6.01,249.59,32.24,2.02,1.79,55.15,82.49
14040000,2921.05,15.65,1.51,5.96,256.66,32.29,2.09,1.77,54.1,82.59
14100000,2910.35,15.62,1.54,5.87,250.57,32.18,1.99,1.61,54.65,83.08
14160000,2932.42,16.08,1.58,5.78,255.71,32.03,2.04,1.6,56.02,82.87
14220000,2918.9,15.42,1.52,6.05,256.23,32.05,1.88,1.65,53.78,83.71
14280000,2899.55,15.48,1.54,5.87,249.4,32.22,1.74,1.69,54.2,83.99
14340000,2953.17,16.4,1.54,5.97,256.92,32.16,2.02,1.82,56.11,82.27
14400000,2942.8,16.09,1.51,6.16,254.47,32.31,1.99,1.66,55.97,83.08
14460000,2925.5,15.68,1.59,5.93,253.45,32.4,1.88,1.67,54.16,83.45
14520000,2934.64,16.09,1.55,6.06,250.14,32.03,1.86,1.57,55.21,82.48
14580000,2908.34,15.92,1.5,5.89,251.06,31.6,1.87,1.56,54.98,83.14
14640000,2913.84,15.62,1.4,5.84,250.71,31.97,1.93,1.68,54.69,83.14
14700000,2898.6,15.22,1.49,5.64,249.97,31.88,1.8,1.67,54.33,83.3
14760000,2917.39,15.59,1.5,5.99,251.52,31.85,1.88,1.61,54.8,83.27
14820000,2921.77,15.66,1.48,5.9,250.65,31.98,1.98,1.72,54.7,83.31
14880000,2891.66,15.37,1.6,6.06,252.93,32.15,1.84,1.37,54.88,83.23
14940000,2865.28,14.89,1.53,5.61,247.58,32.26,1.9,1.5,52.71,83.42
15000000,2896.95,15.68,1.5,5.89,250.91,32.3,1.81,1.65,54.81,83.58
15060000,2891.02,15.08,1.51,5.79,247.59,32.2,1.89,1.74,53.81,83.67
15120000,2908.29,15.62,1.51,5.92,250.97,32.19,2.01,1.64,53.83,83.35
15180000,2902.88,15.54,1.46,5.87,246.07,31.99,2.1,1.75,53.91,84.02
15240000,2887.31,14.73,1.5,5.87,251.52,31.9,1.93,1.7,53.31,83.92
15300000,2891.69,15.36,1.52,5.68,253.99,31.92,1.8,1.52,54.23,83.25
15360000,2879.23,14.83,1.45,5.75,245.32,31.94,1.83,1.65,53.33,83.21
15420000,2906.33,15.43,1.49,5.86,249.95,32.11,2.06,1.82,53.85,82.88
15480000,2912.46,15.67,1.54,5.81,247.52,32.13,1.88,1.63,54.3,82.87
15540000,2912.33,15.87,1.51,5.74,246.33,32.05,1.9,1.67,55.31,83.15
15600000,2869.06,15.24,1.5,5.7,246.82,31.91,1.88,1.55,54.38,82.9
15660000,2909.78,15.67,1.51,5.85,251.79,32.57,1.9,1.6,54.2,83.67
15720000,2892.3,15.46,1.55,5.77,245.72,31.86,2.01,1.7,53.73,83.85
15780000,2891.49,15.62,1.47,5.76,248.47,31.78,1.92,1.62,54.7,83.69
15840000,2905.66,15.57,1.51,5.92,250.73,32.12,1.97,1.77,55.14,83.47
15900000,2872.79,14.89,1.48,5.72,247.8,32.12,1.72,1.46,54.33,83.05
15960000,2866.02,14.73,1.49,5.76,244.56,31.6,1.9,1.7,53.25,83.04
16020000,2896.57,15.04,1.44,5.73,247.37,31.96,1.81,1.65,53.53,83.83
16080000,2921.04,15.88,1.54,5.83,251.75,32.28,1.95,1.79,54.75,83.12
16140000,2887.97,15.04,1.48,5.94,251.26,31.98,2.0,1.91,54.27,83.42
16200000,2874.47,15.12,1.51,5.62,252.74,32.38,1.94,1.62,53.53,84.0
16260000,2876.85,15.12,1.54,5.75,250.74,31.95,1.89,1.77,53.82,83.17
16320000,2878.86,14.71,1.48,5.84,245.69,31.73,1.77,1.32,52.52,83.27
16380000,2883.95,15.05,1.54,5.65,249.19,31.93,1.88,1.67,53.35,83.26
16440000,2886.83,15.23,1.51,5.99,247.72,32.34,1.86,1.75,54.01,83.3
16500000,2880.97,14.83,1.51,5.97,241.94,31.99,1.83,1.45,53.02,83.45
16560000,2863.11,14.49,1.43,5.63,247.97,32.38,1.95,1.51,52.62,83.19
16620000,2862.0,14.86,1.44,5.65,245.88,32.22,1.65,1.28,53.73,83.35
16680000,2887.77,15.49,1.49,5.77,254.12,32.02,1.91,1.54,55.5,83.25
16740000,2853.51,14.79,1.43,5.54,242.51,31.91,1.73,1.52,53.89,83.24
16800000,2856.46,14.95,1.57,5.73,248.47,32.02,2.0,1.68,54.36,83.04
16860000,2858.48,14.38,1.49,5.69,247.82,32.06,1.98,1.58,52.8,83.28
16920000,2875.23,14.8,1.53,5.71,243.44,32.13,1.78,1.59,52.68,83.28
16980000,2886.53,14.99,1.5,5.62,247.27,32.43,1.78,1.48,53.08,83.43
17040000,2888.54,15.47,1.52,6.02,253.9,31.65,1.9,1.7,52.55,84.34
17100000,2890.27,14.91,1.44,5.65,251.6,31.22,1.86,1.52,53.9,82.85
17160000,2869.41,14.98,1.42,5.64,244.73,31.56,2.05,1.6,51.96,83.39
17220000,2876.29,15.29,1.51,5.78,249.46,31.65,1.91,1.61,52.81,83.47
17280000,2863.98,14.86,1.5,5.61,248.0,30.97,1.91,1.56,52.81,83.74
17340000,2858.67,14.7,1.54,5.69,245.44,31.55,1.86,1.62,52.8,83.34
17400000,2848.42,14.77,1.52,5.57,247.55,31.46,1.95,1.61,52.25,83.61
17460000,2872.87,14.75,1.51,5.66,242.7,31.68,2.0,1.6,52.27,83.84
17520000,2854.56,14.89,1.56,5.51,247.52,31.62,1.66,1.36,53.26,83.3
17580000,2884.83,15.56,1.52,5.82,247.57,31.2,1.97,1.63,53.94,83.22
17640000,2866.54,14.54,1.5,5.78,244.39,31.38,1.91,1.64,52.55,83.33
17700000,2882.8,15.18,1.56,5.69,252.25,31.41,1.99,1.73,53.57,83.16
17760000,2891.3,15.22,1.5,5.84,250.64,31.09,1.86,1.67,53.41,83.45
17820000,2876.2,15.1,1.49,5.7,250.81,31.68,1.79,1.56,52.76,83.88
17880000,2874.37,14.65,1.48,5.73,253.03,31.29,1.82,1.47,52.02,84.3
17940000,2870.89,14.88,1.49,5.79,246.27,31.47,1.84,1.67,52.71,84.18
18000000,2864.98,15.11,1.49,5.71,244.5,31.27,2.1,1.72,52.72,83.24
18060000,2893.32,14.95,1.46,5.94,249.65,31.36,1.82,1.57,53.09,83.65
18120000,2866.25,15.05,1.54,5.63,244.59,31.63,2.03,1.67,53.64,83.23
18180000,2892.46,15.0,1.55,5.74,247.82,31.23,2.11,1.85,52.68,84.12
