timestamp,S1_Pompa_RPM,S2_Corrente_A,S3_Pres_Aspirazione_bar,S4_Pres_Mandata_bar,S5_Portata_Lmin,S6_Temp_Fluido_C,S7_Vib_Cuscinetto_Ant_mms,S8_Vib_Cuscinetto_Post_mms,S9_Temp_Motore_C,S10_Efficienza_Pct
4440000,2941.19,15.67,1.48,6.21,255.11,31.2,1.57,1.34,52.92,85.37
4500000,2927.23,15.43,1.48,6.03,249.04,31.49,1.35,1.16,52.28,85.43
4560000,2953.88,15.97,1.48,6.29,256.31,31.38,1.36,1.05,52.34,85.37
4620000,2965.64,15.85,1.52,6.43,255.79,31.46,1.5,1.22,52.43,84.92
4680000,2921.47,15.33,1.5,6.06,253.44,31.32,1.5,1.31,52.05,85.82
4740000,2898.8,15.22,1.55,5.99,249.77,31.29,1.34,1.05,51.61,86.25
4800000,2928.54,15.48,1.56,6.18,255.6,31.5,1.36,1.13,52.36,85.64
4860000,2883.59,14.79,1.45,5.79,247.18,31.34,1.27,1.12,51.73,85.39
4920000,2933.35,15.65,1.39,5.98,255.37,31.44,1.41,1.12,52.41,85.37
4980000,2924.02,15.86,1.47,6.06,257.1,31.24,1.52,1.34,53.11,85.5
5040000,2898.54,15.02,1.52,5.89,250.7,31.23,1.24,1.08,51.29,86.51
5100000,2937.65,15.7,1.43,6.09,257.47,31.56,1.23,1.14,52.24,85.32
5160000,2926.58,15.27,1.46,5.97,248.37,31.16,1.42,1.2,52.45,85.52
5220000,2925.33,15.28,1.42,6.04,254.21,31.21,1.5,1.28,52.13,85.35
5280000,2864.93,14.8,1.49,5.8,250.43,31.23,1.24,1.12,50.43,85.75
5340000,2898.08,15.12,1.5,5.84,252.72,31.29,1.62,1.33,52.32,86.36
5400000,2890.86,14.83,1.5,6.0,248.5,31.03,1.46,1.17,50.72,86.4
5460000,2917.0,15.43,1.4,6.05,246.88,31.36,1.25,1.02,53.1,84.86
5520000,2903.36,15.13,1.5,5.98,247.56,31.56,1.38,1.13,51.94,86.18
5580000,2899.82,15.56,1.53,6.01,253.56,31.43,1.43,1.22,53.04,86.02
5640000,2883.53,14.86,1.5,5.95,244.76,31.39,1.26,1.05,50.99,86.16
5700000,2927.07,15.58,1.49,5.98,253.21,31.24,1.35,1.18,52.47,85.47
5760000,2866.1,14.46,1.6,5.9,242.63,31.53,1.3,1.13,51.17,85.75
5820000,2879.38,14.75,1.54,6.07,246.99,31.43,1.2,1.0,51.6,85.8
5880000,2881.85,14.78,1.61,5.9,247.9,31.55,1.41,1.1,51.67,85.58
5940000,2880.59,14.8,1.46,5.99,252.94,31.16,1.27,1.07,50.93,85.7
6000000,2895.23,15.18,1.53,5.8,250.62,31.16,1.41,1.19,52.27,86.22
6060000,2886.55,14.78,1.44,5.75,245.64,31.7,1.48,1.33,50.8,86.19
6120000,2891.17,14.78,1.54,5.81,249.84,31.5,1.36,1.18,51.49,86.41
6180000,2868.43,14.86,1.41,5.81,244.25,31.6,1.11,0.83,51.61,85.41
6240000,2873.76,14.42,1.57,5.99,246.37,31.65,1.21,1.03,51.77,85.03
6300000,2846.47,14.42,1.56,5.74,245.27,31.91,1.23,0.98,51.17,85.87
6360000,2892.23,14.83,1.46,5.92,243.57,32.08,1.35,1.12,52.21,86.36
6420000,2864.47,14.7,1.44,5.73,249.46,32.22,1.3,1.17,52.53,85.61
6480000,2851.25,14.4,1.54,5.62,246.47,31.67,1.33,1.05,51.76,85.25
6540000,2886.28,14.71,1.55,5.86,250.59,31.58,1.56,1.19,51.99,85.74
6600000,2872.86,15.04,1.41,5.93,248.11,32.64,1.51,1.35,51.63,85.66
6660000,2890.27,14.86,1.51,6.05,252.09,32.22,1.19,1.15,52.29,86.12
6720000,2884.23,14.72,1.51,5.9,246.55,32.14,1.21,1.08,52.07,86.29
6780000,2896.51,15.01,1.59,5.98,247.48,32.05,1.34,1.16,51.88,86.21
6840000,2866.73,14.42,1.46,6.04,250.16,32.1,1.32,1.13,50.83,85.28
6900000,2864.41,14.81,1.55,5.87,251.79,31.96,1.45,1.1,51.59,85.45
6960000,2868.94,14.75,1.5,6.01,248.28,31.79,1.44,1.19,51.75,85.55
7020000,2894.41,15.19,1.45,6.04,250.5,31.85,1.3,1.15,52.47,85.28
7080000,2890.9,14.88,1.57,5.94,250.76,32.1,1.45,1.16,52.61,86.02
7140000,2870.85,14.51,1.45,5.92,249.12,31.97,1.5,1.21,50.85,85.56
7200000,2881.5,14.26,1.53,5.96,250.97,31.78,1.32,1.07,51.63,85.97
7260000,2851.7,14.42,1.5,5.72,245.62,32.02,1.41,1.33,51.91,84.91
7320000,2870.45,14.44,1.57,5.97,246.69,32.06,1.43,1.16,51.35,85.82
7380000,2849.89,14.3,1.49,5.94,250.65,31.65,1.47,1.19,52.03,85.09
7440000,2850.61,14.72,1.49,5.8,243.8,31.74,1.37,1.02,52.09,85.98
7500000,2838.9,14.09,1.55,5.67,247.28,31.82,1.51,1.25,50.8,85.68
7560000,2878.93,14.82,1.48,5.81,245.37,31.95,1.29,1.05,52.1,85.75
7620000,2881.17,14.92,1.42,5.87,248.63,31.81,1.35,1.08,51.79,85.76
7680000,2865.26,14.55,1.58,5.77,246.98,31.77,1.42,1.11,51.35,85.31
7740000,2848.42,14.23,1.46,5.72,248.71,31.78,1.52,1.36,51.02,85.82
7800000,2861.38,14.42,1.53,5.92,243.94,31.71,1.4,1.23,51.05,85.71
7860000,2881.79,14.72,1.56,5.82,251.4,32.36,1.36,1.27,52.4,85.49
7920000,2888.25,15.21,1.52,6.04,256.29,32.43,1.29,1.08,52.37,85.81
7980000,2897.89,15.02,1.58,5.96,251.88,32.05,1.39,1.39,51.75,86.22
8040000,2874.05,14.86,1.47,5.75,247.18,32.01,1.4,1.2,52.13,85.69
8100000,2901.26,15.04,1.55,5.88,253.3,31.87,1.45,1.15,52.84,85.57
8160000,2862.61,14.7,1.54,5.91,246.05,31.81,1.19,0.99,51.32,86.09
8220000,2881.8,14.78,1.49,5.93,243.19,31.79,1.48,1.37,52.11,85.53
8280000,2877.04,14.83,1.46,5.92,249.63,32.18,1.16,0.97,52.46,85.75
8340000,2860.98,14.94,1.57,5.85,244.46,32.16,1.36,1.24,52.47,85.18
8400000,2877.67,15.18,1.52,5.92,243.82,32.41,1.34,1.14,52.55,85.78
8460000,2873.61,14.56,1.54,5.96,250.68,31.79,1.28,1.16,50.88,86.37
8520000,2900.6,15.16,1.49,5.88,256.93,32.08,1.44,1.17,52.44,85.69
8580000,2888.99,14.74,1.59,5.93,251.69,31.89,1.33,1.19,52.56,85.59
8640000,2882.42,14.65,1.48,5.87,249.35,31.94,1.2,1.1,52.06,86.16
8700000,2878.32,14.82,1.46,5.99,250.76,32.02,1.28,1.11,52.33,85.37
8760000,2878.53,14.44,1.51,5.91,248.68,31.94,1.31,1.09,51.87,86.15
8820000,2899.35,15.17,1.51,6.0,249.32,32.05,1.5,1.07,53.87,85.39
8880000,2906.88,15.63,1.48,6.02,250.2,31.95,1.46,1.21,53.32,85.05
8940000,2890.41,14.85,1.61,5.89,242.16,32.04,1.16,0.8,53.81,85.73
9000000,2898.53,15.2,1.55,6.03,249.69,32.16,1.29,0.92,52.88,85.23
9060000,2910.76,15.76,1.47,6.0,244.08,32.24,1.39,1.22,53.27,85.46
9120000,2901.83,15.19,1.58,6.08,247.25,31.97,1.39,1.12,52.16,86.07
9180000,2889.64,15.02,1.48,6.03,247.53,32.21,1.37,1.27,52.02,85.95
9240000,2898.98,15.02,1.53,5.92,248.31,31.89,1.37,1.07,52.57,85.78
9300000,2871.1,14.55,1.51,5.8,249.8,31.93,1.41,1.14,51.62,85.81
9360000,2894.68,15.19,1.49,6.02,253.12,32.14,1.21,1.16,52.23,85.79
9420000,2884.8,15.1,1.56,5.91,244.99,32.27,1.38,1.12,53.85,85.07
9480000,2878.63,14.66,1.5,5.94,248.58,31.64,1.58,1.3,51.09,85.36
9540000,2912.98,15.4,1.49,6.0,253.65,32.27,1.34,1.03,53.89,85.11
9600000,2903.45,15.31,1.47,6.0,250.62,31.86,1.46,1.26,52.62,85.72
9660000,2897.16,15.1,1.53,6.03,248.66,32.15,1.41,1.17,52.49,85.8
9720000,2916.37,15.4,1.47,5.88,250.59,32.12,1.26,1.14,52.74,85.61
9780000,2920.55,15.09,1.51,6.12,250.93,32.44,1.32,1.03,52.71,85.38
9840000,2890.8,14.87,1.52,5.88,248.45,32.27,1.21,1.11,52.47,85.6
9900000,2913.03,15.47,1.48,6.01,250.46,32.12,1.43,1.28,53.17,85.23
9960000,2911.23,15.11,1.54,6.07,256.65,32.42,1.57,1.32,52.69,85.31
10020000,2921.12,15.55,1.49,6.06,255.64,32.44,1.42,1.27,53.41,85.21
10080000,2920.1,15.41,1.5,6.13,255.14,32.21,1.47,1.27,52.65,85.84
10140000,2895.61,15.18,1.45,6.13,246.57,32.42,1.33,1.21,52.79,86.17
10200000,2926.47,15.59,1.5,6.1,246.52,32.41,1.38,1.07,52.9,85.48
10260000,2894.84,15.03,1.51,5.81,246.44,32.42,1.47,1.23,52.59,85.68
10320000,2923.4,15.94,1.47,6.2,248.44,32.55,1.46,1.27,55.0,85.46
10380000,2940.1,15.82,1.47,6.1,253.51,32.35,1.5,1.38,53.17,85.2
10440000,2941.73,15.68,1.45,6.02,253.2,32.54,1.48,1.08,52.57,85.22
10500000,2929.09,15.61,1.52,6.06,248.96,32.34,1.47,1.2,53.2,85.29
10560000,2933.2,15.62,1.56,6.09,253.44,31.96,1.34,1.18,52.81,85.29
10620000,2937.03,15.94,1.52,6.03,252.24,32.35,1.46,1.2,54.41,84.94
10680000,2890.97,14.92,1.5,5.92,254.19,32.21,1.16,0.89,52.24,85.61
10740000,2946.45,15.86,1.51,6.2,253.36,32.43,1.25,1.02,53.73,84.38
10800000,2926.66,15.32,1.54,5.87,253.22,32.09,1.45,1.22,53.51,85.33
10860000,2900.77,15.13,1.5,5.87,255.46,32.68,1.17,1.07,52.78,85.7
10920000,2944.5,15.68,1.5,6.08,248.24,32.29,1.35,1.28,52.98,85.52
10980000,2922.87,15.21,1.53,6.01,259.18,32.27,1.38,1.16,53.14,85.61
11040000,2911.72,15.4,1.5,6.07,252.04,32.09,1.45,1.29,53.22,85.53
11100000,2938.93,15.7,1.42,6.13,255.66,32.28,1.44,1.25,53.69,85.39
11160000,2913.97,15.29,1.65,6.12,250.27,32.35,1.38,1.09,52.94,85.56
11220000,2942.71,15.77,1.53,6.35,254.74,32.39,1.29,1.06,53.4,85.81
11280000,2930.94,15.44,1.52,6.19,248.22,32.26,1.43,1.1,52.56,85.33
11340000,2925.57,15.74,1.48,6.28,249.44,32.17,1.46,1.29,53.34,85.19
11400000,2937.22,15.53,1.47,6.03,251.57,32.38,1.22,0.95,53.29,85.61
11460000,2922.96,15.74,1.54,6.15,253.28,32.21,1.31,1.18,54.15,85.25
11520000,2930.64,15.49,1.44,6.39,252.99,32.12,1.3,1.11,53.0,85.55
11580000,2911.11,15.22,1.61,5.98,251.57,31.9,1.45,1.15,53.31,86.25
11640000,2936.7,15.65,1.5,6.14,250.84,32.26,1.46,1.26,53.64,84.81
11700000,2933.03,15.71,1.43,5.92,249.71,32.26,1.22,1.04,54.34,85.23
11760000,2934.96,16.0,1.48,6.16,255.54,32.46,1.46,1.32,54.34,85.44
11820000,2938.86,16.04,1.52,6.11,253.76,32.58,1.39,1.22,54.24,85.28
11880000,2931.25,15.84,1.49,6.03,252.41,32.09,1.31,1.04,53.95,84.78
11940000,2921.15,15.59,1.52,6.01,247.45,31.95,1.5,1.22,53.16,85.66
12000000,2897.39,15.18,1.49,5.95,247.76,32.26,1.4,1.32,52.9,85.83
12060000,2953.1,15.89,1.44,6.37,259.44,32.69,1.44,1.29,53.87,84.35
12120000,2884.46,14.78,1.58,5.82,248.46,32.4,1.25,1.06,51.85,85.67
12180000,2902.68,15.37,1.56,6.14,248.74,32.13,1.37,1.18,52.14,85.67
12240000,2937.84,15.93,1.55,6.14,251.88,32.22,1.38,1.11,54.66,84.54
12300000,2937.97,16.13,1.49,6.12,250.57,32.12,1.5,1.26,54.52,84.61
12360000,2930.52,16.16,1.48,6.19,254.79,32.24,1.36,1.04,54.75,84.72
12420000,2929.24,15.13,1.36,5.99,251.96,32.31,1.34,1.13,52.92,85.51
12480000,2954.43,15.76,1.53,6.04,257.71,32.46,1.37,1.23,53.5,84.79
12540000,2915.43,15.24,1.5,6.11,251.85,32.13,1.55,1.3,52.53,85.58
12600000,2929.56,15.56,1.42,6.06,252.57,32.36,1.42,1.22,53.46,86.06
12660000,2910.21,15.76,1.57,5.87,248.99,32.41,1.48,1.28,53.49,85.54
12720000,2904.65,15.28,1.48,6.01,250.15,32.28,1.38,1.3,53.65,85.87
12780000,2929.97,15.41,1.5,6.22,251.85,32.37,1.48,1.13,53.06,84.98
12840000,2892.2,14.88,1.46,6.0,251.74,32.24,1.37,1.09,51.35,85.71
12900000,2899.29,15.38,1.43,5.94,248.7,32.33,1.37,1.12,53.58,85.46
12960000,2892.43,15.02,1.5,5.97,244.04,32.1,1.49,1.12,52.76,85.6
13020000,2887.96,14.6,1.52,5.92,246.77,32.36,1.43,1.15,52.04,86.03
13080000,2904.76,15.26,1.55,5.96,246.57,32.26,1.42,1.11,52.35,85.39
13140000,2887.49,15.22,1.49,5.74,247.33,32.24,1.46,1.23,52.97,85.81
13200000,2897.7,14.91,1.42,6.0,249.58,32.0,1.48,1.44,52.79,86.08
13260000,2882.01,14.97,1.59,5.77,250.08,32.12,1.43,1.12,51.79,85.74
13320000,2911.04,15.07,1.47,5.94,253.7,32.15,1.27,1.01,52.51,85.94
13380000,2878.97,14.98,1.5,6.07,245.38,31.88,1.3,1.07,52.37,85.06
13440000,2881.91,14.61,1.46,5.96,250.27,32.2,1.34,1.17,51.2,85.94
13500000,2892.53,15.08,1.51,6.05,247.34,31.97,1.25,0.98,51.2,85.77
13560000,2889.31,14.95,1.5,5.95,250.54,32.13,1.39,1.19,52.66,86.29
13620000,2883.67,14.7,1.51,5.87,248.03,32.29,1.27,1.06,51.32,86.31
13680000,2885.77,14.75,1.57,5.97,250.27,31.83,1.42,1.22,51.76,86.34
13740000,2892.63,14.99,1.62,5.86,249.64,31.76,1.27,1.11,52.48,85.98
13800000,2897.79,14.87,1.47,6.0,249.91,31.78,1.27,0.97,51.89,86.1
13860000,2876.35,15.08,1.42,5.89,253.19,31.53,1.43,1.26,52.1,85.91
13920000,2875.91,15.03,1.58,5.86,248.39,32.02,1.26,1.14,51.99,85.89
13980000,2877.08,14.54,1.47,5.84,246.2,32.12,1.38,1.08,50.5,85.96
14040000,2893.39,15.02,1.59,5.8,249.97,31.82,1.24,1.0,52.83,85.24
14100000,2863.37,14.59,1.57,5.85,246.34,31.51,1.26,1.06,52.01,85.07
14160000,2876.4,14.98,1.48,5.85,247.61,31.76,1.22,0.97,52.89,85.34
14220000,2865.1,14.31,1.49,5.94,246.77,31.51,1.43,1.18,50.47,85.61
14280000,2887.56,14.59,1.5,5.89,250.77,31.91,1.37,1.11,52.12,85.66
14340000,2875.84,14.57,1.46,5.89,252.98,31.71,1.36,1.35,51.34,85.65
14400000,2848.53,14.55,1.49,5.77,243.79,32.31,1.31,1.16,51.62,85.71
14460000,2882.93,14.85,1.54,6.06,246.32,31.99,1.36,1.24,51.78,86.05
14520000,2882.09,14.54,1.49,6.04,243.28,32.06,1.34,1.24,51.46,85.83
14580000,2856.98,14.52,1.51,5.93,249.42,32.36,1.58,1.48,51.32,85.51
14640000,2889.81,14.82,1.59,5.94,249.38,31.89,1.22,1.05,52.77,85.89
14700000,2865.3,14.61,1.46,5.8,248.74,31.72,1.38,1.26,52.6,86.41
14760000,2853.35,14.19,1.55,5.71,242.52,31.88,1.54,1.33,51.22,85.92
14820000,2854.84,14.31,1.54,5.8,243.65,32.04,1.39,1.23,51.39,85.32
14880000,2862.23,14.58,1.46,5.76,248.04,32.19,1.3,1.1,52.05,85.44
14940000,2868.61,14.79,1.48,5.96,245.71,31.89,1.31,1.06,51.69,85.81
15000000,2897.29,15.04,1.4,6.18,254.19,31.9,1.33,1.13,52.51,85.7
15060000,2877.69,14.5,1.47,5.84,249.92,32.04,1.43,1.22,50.81,85.81
15120000,2873.15,15.13,1.43,5.76,246.07,32.0,1.55,1.44,52.96,85.3
15180000,2861.58,14.61,1.49,5.75,248.53,31.43,1.36,1.24,50.82,86.06
15240000,2865.36,14.51,1.5,5.82,243.47,31.8,1.28,1.15,51.67,85.59
15300000,2866.16,14.75,1.44,5.73,251.4,32.27,1.39,1.09,51.02,85.87
15360000,2896.54,14.85,1.57,5.81,246.98,32.03,1.3,1.08,50.73,85.78
15420000,2890.91,15.11,1.5,5.81,245.68,31.81,1.3,1.24,52.61,86.17
15480000,2875.45,14.65,1.5,5.8,246.94,31.91,1.38,1.09,51.41,86.06
15540000,2871.03,14.99,1.42,5.81,245.46,32.11,1.28,1.08,52.5,85.75
15600000,2906.22,14.77,1.52,5.82,245.16,31.71,1.35,1.05,51.08,86.22
15660000,2902.13,15.19,1.53,6.05,253.38,31.84,1.43,1.33,52.39,86.08
15720000,2861.01,14.7,1.42,5.8,247.95,32.06,1.43,1.3,52.11,85.98
15780000,2891.66,15.14,1.5,5.74,250.48,32.28,1.4,1.03,52.34,85.68
15840000,2864.06,14.99,1.46,5.74,247.68,31.86,1.34,1.24,52.43,85.93
15900000,2871.49,14.5,1.57,5.87,248.68,31.42,1.22,0.99,51.48,85.55
15960000,2891.39,14.71,1.44,5.98,253.26,31.91,1.38,1.23,53.06,85.67
16020000,2878.7,14.35,1.49,5.77,247.5,32.08,1.31,1.05,52.36,86.09
16080000,2869.62,14.44,1.52,5.85,249.45,31.91,1.21,1.05,52.36,86.03
16140000,2860.15,14.41,1.53,5.62,251.43,32.08,1.24,1.01,50.94,85.26
16200000,2869.98,14.4,1.54,5.78,244.84,31.96,1.29,1.13,51.55,85.58
16260000,2859.78,14.63,1.55,5.84,241.04,32.17,1.12,0.89,51.08,85.59
16320000,2881.67,15.06,1.53,5.89,247.41,31.65,1.37,1.31,52.51,85.73
16380000,2914.45,15.21,1.51,5.77,254.05,31.93,1.5,1.19,52.19,86.67
16440000,2871.24,14.49,1.52,5.87,246.52,31.62,1.31,1.25,50.04,86.17
16500000,2889.98,14.73,1.6,5.87,248.53,32.12,1.31,1.08,51.59,85.63
16560000,2868.91,14.62,1.58,5.93,251.04,32.1,1.26,0.99,51.38,85.85
16620000,2891.47,14.93,1.55,6.06,249.78,31.97,1.35,1.22,52.35,85.75
16680000,2895.32,15.1,1.5,5.8,247.49,32.08,1.25,1.03,51.89,85.85
16740000,2919.73,15.3,1.49,6.14,250.46,32.25,1.24,1.0,52.52,85.79
16800000,2904.62,15.28,1.57,6.06,252.85,32.34,1.41,1.19,52.59,85.57
16860000,2884.58,15.02,1.4,5.89,247.13,31.98,1.44,1.42,53.25,85.31
16920000,2888.95,14.82,1.52,6.07,250.08,32.26,1.4,1.27,52.18,85.35
16980000,2911.4,15.3,1.51,6.14,255.81,31.9,1.38,1.25,52.89,85.81
17040000,2903.81,15.1,1.43,6.2,249.26,31.53,1.21,1.1,51.3,86.23
17100000,2902.32,15.01,1.39,6.07,249.71,31.1,1.47,1.35,51.67,86.29
17160000,2909.52,15.26,1.42,5.9,242.41,31.42,1.55,1.32,51.83,86.21
17220000,2919.03,15.49,1.47,6.05,254.58,31.34,1.56,1.37,52.01,86.2
17280000,2916.88,15.53,1.49,6.14,248.47,31.59,1.43,1.28,52.15,85.83
17340000,2918.29,15.77,1.46,5.96,250.31,31.14,1.4,1.28,52.62,85.91
17400000,2901.06,15.24,1.44,6.12,252.48,31.11,1.38,1.12,51.8,86.28
17460000,2920.33,15.74,1.51,6.08,252.5,31.54,1.47,1.39,52.06,86.07
17520000,2899.54,14.86,1.44,6.13,257.05,30.78,1.31,1.14,51.47,86.07
17580000,2897.84,15.06,1.49,5.91,248.08,31.34,1.36,1.19,51.55,85.92
17640000,2916.18,15.41,1.49,5.92,255.18,31.27,1.49,1.15,51.68,85.69
17700000,2892.62,14.61,1.55,5.86,243.08,31.54,1.47,1.24,50.8,86.54
17760000,2928.01,15.88,1.49,5.98,257.29,31.37,1.37,1.19,52.56,85.36
17820000,2895.39,14.84,1.47,5.99,250.67,31.63,1.34,1.15,50.72,86.02
17880000,2903.89,14.84,1.48,6.09,252.03,31.41,1.43,1.2,50.73,86.39
17940000,2913.44,15.25,1.51,6.15,248.82,31.15,1.16,1.15,51.88,85.43
18000000,2911.07,15.35,1.55,5.97,245.08,31.54,1.52,1.22,50.9,85.81
18060000,2903.27,15.44,1.47,5.98,251.73,31.3,1.37,1.17,52.44,85.79
18120000,2891.57,14.82,1.42,5.81,252.12,30.97,1.46,1.23,50.26,86.06
18180000,2928.23,15.72,1.44,6.2,251.07,31.15,1.36,1.15,51.78,85.37
